file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels
Ses01M_impro05_F012,F01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_F012.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_F012.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_F012.npy,3
Ses01M_impro05_F023,F01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_F023.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_F023.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_F023.npy,3
Ses01M_impro05_F024,F01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_F024.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_F024.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_F024.npy,3
Ses01M_impro05_F030,F01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_F030.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_F030.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_F030.npy,3
Ses01M_impro05_M020,M01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_M020.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_M020.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_M020.npy,0
Ses01M_impro05_M022,M01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_M022.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_M022.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_M022.npy,0
Ses01M_impro05_M027,M01,/features/visual_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,/features/acoustic_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,/features/lexical_features/Session1/Ses01M_impro05/Ses01M_impro05_M027.npy,0
Ses01M_impro06_F000,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F000.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F000.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F000.npy,3
Ses01M_impro06_F002,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F002.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F002.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F002.npy,3
Ses01M_impro06_F006,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F006.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F006.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F006.npy,1
Ses01M_impro06_F008,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F008.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F008.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F008.npy,3
Ses01M_impro06_F016,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F016.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F016.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F016.npy,3
Ses01M_impro06_F017,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F017.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F017.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F017.npy,3
Ses01M_impro06_F021,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F021.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F021.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F021.npy,3
Ses01M_impro06_F025,F01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_F025.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_F025.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_F025.npy,3
Ses01M_impro06_M000,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M000.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M000.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M000.npy,1
Ses01M_impro06_M001,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M001.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M001.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M001.npy,1
Ses01M_impro06_M003,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M003.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M003.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M003.npy,1
Ses01M_impro06_M007,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M007.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M007.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M007.npy,1
Ses01M_impro06_M008,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M008.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M008.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M008.npy,1
Ses01M_impro06_M026,M01,/features/visual_features/Session1/Ses01M_impro06/Ses01M_impro06_M026.npy,/features/acoustic_features/Session1/Ses01M_impro06/Ses01M_impro06_M026.npy,/features/lexical_features/Session1/Ses01M_impro06/Ses01M_impro06_M026.npy,1
Ses01M_impro07_F010,F01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_F010.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_F010.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_F010.npy,3
Ses01M_impro07_F034,F01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_F034.npy,2
Ses01M_impro07_M011,M01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_M011.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_M011.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_M011.npy,2
Ses01M_impro07_M026,M01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_M026.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_M026.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_M026.npy,3
Ses01M_impro07_M030,M01,/features/visual_features/Session1/Ses01M_impro07/Ses01M_impro07_M030.npy,/features/acoustic_features/Session1/Ses01M_impro07/Ses01M_impro07_M030.npy,/features/lexical_features/Session1/Ses01M_impro07/Ses01M_impro07_M030.npy,3
Ses01M_script01_1_F015,F01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F015.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F015.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F015.npy,0
Ses01M_script01_1_F036,F01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F036.npy,0
Ses01M_script01_1_F037,F01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F037.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F037.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F037.npy,0
Ses01M_script01_1_F040,F01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F040.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F040.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_F040.npy,0
Ses01M_script01_1_M002,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M002.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M002.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M002.npy,3
Ses01M_script01_1_M007,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M007.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M007.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M007.npy,1
Ses01M_script01_1_M017,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M017.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M017.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M017.npy,3
Ses01M_script01_1_M020,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M020.npy,0
Ses01M_script01_1_M021,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M021.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M021.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M021.npy,0
Ses01M_script01_1_M023,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M023.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M023.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M023.npy,0
Ses01M_script01_1_M024,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M024.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M024.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M024.npy,1
Ses01M_script01_1_M034,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M034.npy,0
Ses01M_script01_1_M035,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M035.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M035.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M035.npy,0
Ses01M_script01_1_M038,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M038.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M038.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M038.npy,1
Ses01M_script01_1_M041,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M041.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M041.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M041.npy,0
Ses01M_script01_1_M042,M01,/features/visual_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M042.npy,/features/acoustic_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M042.npy,/features/lexical_features/Session1/Ses01M_script01_1/Ses01M_script01_1_M042.npy,1
Ses01M_script01_2_F001,F01,/features/visual_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F001.npy,/features/acoustic_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F001.npy,/features/lexical_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F001.npy,0
Ses01M_script01_2_F005,F01,/features/visual_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F005.npy,/features/acoustic_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F005.npy,/features/lexical_features/Session1/Ses01M_script01_2/Ses01M_script01_2_F005.npy,0
Ses01M_script01_2_M017,M01,/features/visual_features/Session1/Ses01M_script01_2/Ses01M_script01_2_M017.npy,/features/acoustic_features/Session1/Ses01M_script01_2/Ses01M_script01_2_M017.npy,/features/lexical_features/Session1/Ses01M_script01_2/Ses01M_script01_2_M017.npy,0
Ses01M_script01_3_F000,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F000.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F000.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F000.npy,3
Ses01M_script01_3_F001,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F001.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F001.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F001.npy,3
Ses01M_script01_3_F003,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F003.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F003.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F003.npy,1
Ses01M_script01_3_F004,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F004.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F004.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F004.npy,3
Ses01M_script01_3_F008,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F008.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F008.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F008.npy,3
Ses01M_script01_3_F016,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F016.npy,2
Ses01M_script01_3_F022,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F022.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F022.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F022.npy,1
Ses01M_script01_3_F025,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F025.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F025.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F025.npy,1
Ses01M_script01_3_F026,F01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F026.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F026.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_F026.npy,1
Ses01M_script01_3_M002,M01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M002.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M002.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M002.npy,1
Ses01M_script01_3_M014,M01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M014.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M014.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M014.npy,3
Ses01M_script01_3_M032,M01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M032.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M032.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M032.npy,1
Ses01M_script01_3_M037,M01,/features/visual_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M037.npy,/features/acoustic_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M037.npy,/features/lexical_features/Session1/Ses01M_script01_3/Ses01M_script01_3_M037.npy,1
Ses01M_script02_1_F005,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F005.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F005.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F005.npy,0
Ses01M_script02_1_F009,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F009.npy,2
Ses01M_script02_1_F014,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F014.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F014.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F014.npy,0
Ses01M_script02_1_F017,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F017.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F017.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F017.npy,0
Ses01M_script02_1_F021,F01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F021.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F021.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_F021.npy,0
Ses01M_script02_1_M009,M01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M009.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M009.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M009.npy,3
Ses01M_script02_1_M028,M01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M028.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M028.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M028.npy,0
Ses01M_script02_1_M030,M01,/features/visual_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M030.npy,/features/acoustic_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M030.npy,/features/lexical_features/Session1/Ses01M_script02_1/Ses01M_script02_1_M030.npy,3
Ses01M_script02_2_F013,F01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F013.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F013.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F013.npy,0
Ses01M_script02_2_F026,F01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F026.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F026.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F026.npy,1
Ses01M_script02_2_F037,F01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F037.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F037.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F037.npy,1
Ses01M_script02_2_F040,F01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F040.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F040.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_F040.npy,1
Ses01M_script02_2_M008,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M008.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M008.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M008.npy,3
Ses01M_script02_2_M023,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M023.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M023.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M023.npy,3
Ses01M_script02_2_M028,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M028.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M028.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M028.npy,3
Ses01M_script02_2_M033,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M033.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M033.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M033.npy,0
Ses01M_script02_2_M035,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M035.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M035.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M035.npy,0
Ses01M_script02_2_M037,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M037.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M037.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M037.npy,1
Ses01M_script02_2_M050,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M050.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M050.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M050.npy,3
Ses01M_script02_2_M052,M01,/features/visual_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M052.npy,/features/acoustic_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M052.npy,/features/lexical_features/Session1/Ses01M_script02_2/Ses01M_script02_2_M052.npy,2
Ses01M_script03_1_F003,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F003.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F003.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F003.npy,2
Ses01M_script03_1_F004,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F004.npy,2
Ses01M_script03_1_F017,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F017.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F017.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F017.npy,2
Ses01M_script03_1_F019,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F019.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F019.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F019.npy,2
Ses01M_script03_1_F021,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F021.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F021.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F021.npy,2
Ses01M_script03_1_F030,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F030.npy,2
Ses01M_script03_1_F037,F01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_F037.npy,2
Ses01M_script03_1_M013,M01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M013.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M013.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M013.npy,2
Ses01M_script03_1_M031,M01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M031.npy,2
Ses01M_script03_1_M041,M01,/features/visual_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M041.npy,/features/acoustic_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M041.npy,/features/lexical_features/Session1/Ses01M_script03_1/Ses01M_script03_1_M041.npy,2
Ses01M_script03_2_F015,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F015.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F015.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F015.npy,0
Ses01M_script03_2_F022,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F022.npy,0
Ses01M_script03_2_F024,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F024.npy,0
Ses01M_script03_2_F025,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F025.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F025.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F025.npy,0
Ses01M_script03_2_F026,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F026.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F026.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F026.npy,0
Ses01M_script03_2_F031,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F031.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F031.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F031.npy,0
Ses01M_script03_2_F035,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F035.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F035.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F035.npy,0
Ses01M_script03_2_F037,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F037.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F037.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F037.npy,0
Ses01M_script03_2_F039,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F039.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F039.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F039.npy,0
Ses01M_script03_2_F040,F01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F040.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F040.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_F040.npy,0
Ses01M_script03_2_M018,M01,/features/visual_features/Session1/Ses01M_script03_2/Ses01M_script03_2_M018.npy,/features/acoustic_features/Session1/Ses01M_script03_2/Ses01M_script03_2_M018.npy,/features/lexical_features/Session1/Ses01M_script03_2/Ses01M_script03_2_M018.npy,3
